Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-19,251.8,1.3,251.8,251.8,251.8,1.0,6.0
2016-09-20,253.4,1.6,253.4,253.4,253.4,1.0,6.0
2016-09-21,253.4,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-22,255.1,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-23,257.6,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-26,257.5,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-27,256.8,0.0,0.0,0.0,0.0,0.0,6.0
2016-09-28,257.65,-1.3,257.65,257.65,257.65,1.0,6.0
2016-09-29,260.05,2.4,260.05,260.05,260.05,1.0,6.0
2016-09-30,260.05,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-04,256.7,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-05,258.15,0.1,258.15,258.15,258.15,1.0,6.0
2016-10-06,258.15,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-07,259.65,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-10,259.1,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-11,259.55,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-12,255.5,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-13,254.9,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-14,252.8,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-17,254.35,0.15,254.35,254.35,254.35,1.0,6.0
2016-10-18,254.35,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-19,256.65,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-20,256.8,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-21,257.15,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-24,256.2,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-25,258.2,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-26,257.45,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-27,254.35,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-28,255.55,0.0,0.0,0.0,0.0,0.0,6.0
2016-10-31,255.8,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-01,255.15,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-02,255.15,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-03,251.75,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-04,252.3,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-07,251.65,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-08,253.8,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-09,249.5,-5.15,249.5,249.5,249.5,1.0,5.0
2016-11-10,249.5,0.0,0.0,0.0,0.0,0.0,5.0
2016-11-11,253.95,0.0,0.0,0.0,0.0,0.0,5.0
2016-11-14,251.3,0.0,0.0,0.0,0.0,0.0,5.0
2016-11-15,248.3,-0.95,248.3,248.3,248.3,1.0,6.0
2016-11-16,248.3,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-17,249.05,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-18,248.85,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-21,249.0,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-22,248.4,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-23,251.2,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-24,252.25,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-25,251.15,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-28,250.95,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-29,251.95,0.0,0.0,0.0,0.0,0.0,6.0
2016-11-30,251.65,0.0,0.0,0.0,0.0,0.0,6.0
2016-12-01,253.05,0.0,0.0,0.0,0.0,0.0,6.0
2016-12-02,253.1,0.0,0.0,0.0,0.0,0.0,6.0
2016-12-05,251.55,30.0,251.55,251.55,251.55,1.0,7.0
2016-12-06,253.7,2.15,251.3,253.7,251.3,2.0,8.0
2016-12-07,253.7,0.0,0.0,0.0,0.0,0.0,8.0
2016-12-08,255.15,0.0,0.0,0.0,0.0,0.0,8.0
2016-12-09,259.35,0.0,0.0,0.0,0.0,0.0,41.0
2016-12-12,260.05,0.0,0.0,0.0,0.0,0.0,61.0
2016-12-13,259.85,0.7,259.85,259.85,259.85,1.0,106.0
2016-12-14,259.85,0.0,0.0,0.0,0.0,0.0,147.0
2016-12-15,260.35,0.0,0.0,0.0,0.0,0.0,174.0
2016-12-16,260.2,0.0,0.0,0.0,0.0,0.0,223.0
2016-12-19,260.35,0.0,0.0,0.0,0.0,0.0,263.0
2016-12-20,260.85,0.0,0.0,0.0,0.0,0.0,362.0
2016-12-21,261.25,0.0,0.0,0.0,0.0,0.0,424.0
2016-12-22,261.05,0.0,0.0,0.0,0.0,0.0,472.0
2016-12-23,260.95,0.0,0.0,0.0,0.0,0.0,478.0
2016-12-26,260.45,0.0,0.0,0.0,0.0,0.0,478.0
2016-12-27,260.75,0.0,0.0,0.0,0.0,0.0,603.0
2016-12-28,261.35,0.0,0.0,0.0,0.0,0.0,603.0
2016-12-29,262.25,0.0,0.0,0.0,0.0,0.0,611.0
2016-12-30,262.25,0.0,0.0,0.0,0.0,0.0,611.0
