Date,Settle,Open,High,Low,Last,Change,Volume,Previous Day Open Interest
2017-01-03,108.046875,,,,,0.109375,0.0,0.0
2017-01-04,108.03125,,,,,0.015625,0.0,0.0
2017-01-05,108.1484375,,,,,0.1171875,0.0,0.0
2017-01-06,108.0703125,,,,,0.078125,0.0,0.0
2017-01-09,108.1328125,,,,,0.0625,0.0,0.0
2017-01-10,108.1171875,,,,,0.015625,0.0,0.0
2017-01-11,108.125,,,,,0.0078125,0.0,0.0
2017-01-12,108.1171875,,,,,0.0078125,0.0,0.0
2017-01-13,108.109375,,,,,0.0078125,0.0,0.0
2017-01-17,108.1953125,,,,,0.0859375,0.0,0.0
2017-01-18,108.125,,,,,0.0703125,0.0,0.0
2017-01-19,108.0625,,,,,0.0625,0.0,0.0
2017-01-20,108.109375,,,,,0.046875,0.0,0.0
2017-01-23,108.203125,,,,,0.09375,0.0,0.0
2017-01-24,108.0859375,,,,,0.1171875,0.0,0.0
2017-01-25,108.015625,,,,,0.0703125,0.0,0.0
2017-01-26,108.0625,,,,,0.046875,0.0,0.0
2017-01-27,108.0859375,,,,,0.0234375,0.0,0.0
2017-01-30,108.078125,,,,,0.0078125,0.0,0.0
2017-01-31,108.1015625,,,,,0.0234375,0.0,0.0
2017-02-01,108.1015625,,,,,,0.0,0.0
2017-02-02,108.109375,,,,,0.0078125,0.0,0.0
2017-02-03,108.09375,,,,,0.015625,0.0,0.0
2017-02-06,108.2109375,,,,,0.1171875,0.0,0.0
2017-02-07,108.1953125,,,,,0.015625,0.0,0.0
2017-02-08,108.25,,,,,0.0546875,0.0,0.0
2017-02-09,108.171875,,,,,0.078125,0.0,0.0
2017-02-10,108.140625,,,,,0.03125,0.0,0.0
2017-02-13,108.1171875,,,,,0.0234375,0.0,0.0
2017-02-14,108.03125,,,,,0.0859375,0.0,0.0
2017-02-15,107.96875,,,,,0.0625,0.0,0.0
2017-02-16,108.0625,,,,,0.09375,0.0,0.0
2017-02-17,108.125,,,,,0.0625,0.0,0.0
